Cust_ID	name	code	pop	Block	Ship_mode	Discount	Weight_gm	Cust_calls	Prior_purchases	Priority	Gender	Cust_rating	Cost	Timeliness
3111	United Republic of Tanzania	TZA	29567138.25	B	Flight	3	4049	3	4	low	M	3	170	0
3112	United States	USA	29576157.27	F	Road	50	1030	2	3	low	F	4	160	1
3113	Uruguay	URY	29585176.29	F	Ship	10	5633	3	3	low	F	1	180	0
3114	Uzbekistan	UZB	29594195.31	F	Road	3	4590	4	3	medium	M	1	161	0
3115	Vanuatu	VUT	29603214.33	F	Flight	4	1839	4	5	low	F	3	235	1
3116	Venezuela	VEN	29612233.35	F	Ship	8	5944	4	3	low	M	4	175	1
3117	Viet Nam	VNM	29621252.37	C	Flight	3	4477	3	7	low	F	1	255	0
3118	Wallis and Futuna Islands	WLF	29630271.39	B	Ship	1	5459	3	5	low	M	1	266	0
3119	Western Sahara	ESH	29639290.41	D	Flight	4	5322	3	3	low	M	3	183	0
3120	Yemen	YEM	29648309.43	F	Ship	10	5709	4	2	high	M	3	196	1
3121	Zambia	ZMB	29657328.45	F	Ship	33	2818	3	2	low	M	1	192	1
3122	Zimbabwe	ZWE	29666347.47	B	Ship	10	4871	4	4	low	F	4	196	1
3123	Afghanistan	AFG	29675366.49	B	Ship	56	3925	4	7	medium	M	2	233	1
3124	Albania	ALB	29684385.51	A	Road	1	4981	5	3	medium	F	1	151	0
3125	Algeria	DZA	29693404.53	B	Ship	34	1159	3	3	medium	F	2	138	1
3126	Andorra	AND	29702423.55	F	Ship	9	5832	3	2	medium	F	5	195	0
3127	Angola	AGO	29711442.57	B	Flight	7	1861	4	4	low	M	2	233	0
3128	Anguilla	AIA	29720461.59	A	Ship	48	2429	2	2	high	M	1	189	1
3129	Antarctica	ATA	29729480.6	D	Ship	64	1677	5	3	medium	M	4	141	1
3130	Antigua and Barbuda	ATG	29738499.62	A	Ship	4	5866	4	3	low	M	3	183	0
3131	Argentina	ARG	29747518.64	F	Ship	59	1092	4	3	low	M	5	133	1
3132	Armenia	ARM	29756537.66	D	Ship	43	1005	5	3	medium	F	3	149	1
3133	Aruba	ABW	29765556.68	F	Ship	3	1014	5	6	low	F	1	255	0
3134	Australia	AUS	29774575.7	B	Road	15	2983	3	2	medium	F	4	248	1
3135	Austria	AUT	29783594.72	D	Ship	10	4020	4	3	low	M	3	239	0
3136	Azerbaijan	AZE	29792613.74	D	Ship	4	4008	3	4	low	M	5	191	1
3137	Bahamas	BHS	29801632.76	F	Flight	5	4084	3	4	low	F	3	239	1
3138	Bahrain	BHR	29810651.78	F	Ship	5	4663	2	3	high	M	3	228	0
3139	Bangladesh	BGD	29819670.8	F	Ship	2	5028	4	3	low	M	2	248	1
3140	Barbados	BRB	29828689.82	C	Ship	55	2052	6	6	low	F	5	225	1
3141	Belarus	BLR	29837708.84	C	Flight	5	4930	5	3	low	M	2	159	0
3142	Belgium	BEL	29846727.86	F	Ship	65	3776	3	2	medium	F	2	212	1
3143	Belize	BLZ	29855746.88	A	Ship	6	4253	3	2	low	F	5	143	0
3144	Benin	BEN	29864765.9	A	Ship	61	3096	3	3	low	F	3	238	1
3145	Bermuda	BMU	29873784.92	F	Ship	8	5432	5	4	low	F	3	237	0
3146	Bhutan	BTN	29882803.94	F	Ship	3	5749	4	3	low	F	4	273	1
3147	Bolivia	BOL	29891822.96	D	Road	2	1136	6	4	low	M	5	283	1
3148	Bosnia and Herzegovina	BIH	29900841.98	F	Ship	1	5394	4	3	medium	M	5	275	1
3149	Botswana	BWA	29909861	A	Flight	7	2477	4	3	medium	F	4	252	1
3150	Brazil	BRA	29918880.02	F	Ship	2	4124	4	3	medium	F	4	184	1
3151	British Virgin Islands	VGB	29927899.04	B	Ship	1	4037	5	3	high	F	3	204	1
3152	Brunei Darussalam	BRN	29936918.06	D	Road	1	5560	3	2	medium	F	1	101	0
3153	Bulgaria	BGR	29945937.08	B	Flight	3	5836	3	2	medium	M	3	150	0
3154	Burkina Faso	BFA	29954956.09	A	Ship	44	1004	3	4	low	F	4	179	1
3155	Myanmar	MMR	29963975.11	F	Ship	8	5084	3	5	low	F	2	131	0
3156	Burundi	BDI	29972994.13	C	Ship	5	5950	5	3	medium	F	2	270	1
3157	Cambodia	KHM	29982013.15	A	Road	6	4918	3	3	medium	M	3	237	0
3158	Cameroon	CMR	29991032.17	D	Road	2	1307	3	3	low	F	4	147	1
3159	Canada	CAN	30000051.19	B	Ship	1	4171	5	4	low	M	2	284	1
3160	Cayman Islands	CYM	30009070.21	B	Ship	2	1712	7	4	low	M	3	286	1
3161	Central African Republic	CAF	30018089.23	C	Ship	3	1242	5	5	low	F	2	227	1
3162	Chad	TCD	30027108.25	F	Ship	10	1962	4	6	medium	F	3	264	1
3163	Chile	CHL	30036127.27	D	Road	8	1756	4	5	low	F	3	260	0
3164	China	CHN	30045146.29	A	Ship	20	1772	3	3	low	M	5	135	1
3165	Colombia	COL	30054165.31	D	Ship	61	3084	5	2	high	F	4	234	1
3166	Comoros	COM	30063184.33	D	Flight	2	5851	4	3	medium	F	1	211	0
3167	Congo	COG	30072203.35	B	Ship	5	5999	2	3	low	F	2	161	1
3168	Cook Islands	COK	30081222.37	F	Flight	3	1448	6	4	low	F	1	285	1
3169	Costa Rica	CRI	30090241.39	D	Flight	10	5418	4	2	low	F	1	265	1
3170	Cote d'Ivoire	CIV	30099260.41	B	Ship	4	3189	3	3	medium	M	5	243	1
3171	Croatia	HRV	30108279.43	C	Ship	5	4362	6	5	medium	F	1	215	0
3172	Cuba	CUB	30117298.45	D	Flight	49	3067	3	4	low	F	4	188	1
3173	Cyprus	CYP	30126317.47	F	Ship	50	1861	4	3	medium	F	3	133	1
3174	Czech Republic	CZE	30135336.49	F	Ship	4	4375	4	6	low	F	3	97	0
3175	Democratic Republic of the Congo	COD	30144355.51	F	Flight	7	1726	6	4	low	F	4	258	1
3176	Denmark	DNK	30153374.53	D	Ship	7	5241	4	2	medium	M	2	225	1
3177	Djibouti	DJI	30162393.55	A	Ship	1	1347	7	4	medium	F	5	254	0
3178	Dominica	DMA	30171412.56	B	Ship	5	5632	4	3	low	F	1	219	0
3179	Dominican Republic	DOM	30180431.58	D	Road	3	4225	5	3	medium	M	4	200	0
3180	Ecuador	ECU	30189450.6	D	Road	4	1311	5	5	low	F	5	222	0
3181	Egypt	EGY	30198469.62	B	Ship	17	2059	4	10	medium	M	4	201	1
3182	El Salvador	SLV	30207488.64	B	Ship	5	1799	4	5	low	M	3	233	1
3183	Equatorial Guinea	GNQ	30216507.66	D	Ship	2	1943	6	4	medium	F	5	301	0
3184	Eritrea	ERI	30225526.68	B	Road	6	4096	5	3	low	M	5	168	0
3185	Estonia	EST	30234545.7	C	Flight	12	1396	4	4	medium	M	3	142	1
3186	Ethiopia	ETH	30243564.72	C	Ship	5	4096	6	3	low	F	5	178	0
3187	Falkland Islands (Malvinas)	FLK	30252583.74	D	Ship	3	4129	2	3	low	F	2	249	1
3188	Fiji	FJI	30261602.76	F	Road	23	2996	4	3	medium	F	3	268	1
3189	Finland	FIN	30270621.78	B	Ship	39	2427	4	3	low	M	1	259	1
3190	France	FRA	30279640.8	B	Ship	5	1556	3	3	medium	M	1	202	1
3191	French Guiana	GUF	30288659.82	C	Ship	7	5089	3	3	low	M	4	199	0
3192	French Polynesia	PYF	30297678.84	A	Flight	14	1705	3	3	medium	M	3	176	1
3193	French Southern and Antarctic Lands	ATF	30306697.86	A	Road	10	4636	3	3	medium	M	2	244	1
3194	Gabon	GAB	30315716.88	F	Ship	8	4754	2	2	low	M	4	224	0
3195	Gambia	GMB	30324735.9	C	Ship	4	4549	6	3	low	M	4	147	1
3196	Georgia	GEO	30333754.92	B	Ship	8	1665	5	2	medium	M	2	132	1
3197	Germany	DEU	30342773.94	F	Ship	9	4736	4	6	medium	M	2	214	1
3198	Ghana	GHA	30351792.96	F	Ship	7	5596	3	2	low	F	1	207	0
3199	Gibraltar	GIB	30360811.98	C	Ship	9	5159	5	4	medium	F	2	182	0
3200	Greece	GRC	30369831	D	Ship	7	1505	5	5	low	F	5	224	0
3201	Greenland	GRL	30378850.02	F	Ship	2	5281	2	6	low	F	1	232	1
3202	Grenada	GRD	30387869.04	D	Road	50	3914	5	2	high	M	5	234	1
3203	Guadeloupe	GLP	30396888.05	B	Ship	6	2882	5	3	low	M	1	264	1
3204	Guatemala	GTM	30405907.07	F	Ship	1	5520	5	3	low	M	5	206	0
3205	Guinea	GIN	30414926.09	D	Ship	10	4706	4	2	low	M	5	226	1
3206	Guinea-Bissau	GNB	30423945.11	C	Ship	34	1005	4	3	medium	F	2	175	1
3207	Guyana	GUY	30432964.13	F	Ship	6	1997	6	4	low	F	3	248	1
3208	Haiti	HTI	30441983.15	D	Ship	4	5179	3	3	low	F	1	192	0
3209	Holy See (Vatican City)	VAT	30451002.17	F	Ship	9	4857	5	3	low	M	3	141	0
3210	Honduras	HND	30460021.19	C	Road	9	5969	5	3	high	F	5	174	1
3211	Hong Kong	HKG	30469040.21	D	Road	32	2774	4	3	low	F	1	190	1
3212	Hungary	HUN	30478059.23	D	Road	8	4086	3	2	low	M	4	158	0
3213	Iceland	ISL	30487078.25	F	Ship	61	2606	5	3	medium	M	4	263	1
3214	India	IND	30496097.27	A	Ship	52	1587	3	3	medium	M	4	173	1
3215	Indonesia	IDN	30505116.29	F	Road	3	1120	5	5	medium	F	5	269	0
3216	Iran (Islamic Republic of)	IRN	30514135.31	F	Ship	64	2911	3	3	low	F	1	196	1
3217	Iraq	IRQ	30523154.33	A	Road	5	5250	2	2	low	M	1	188	0
3218	Ireland	IRL	30532173.35	B	Ship	8	1709	6	4	low	M	5	266	0
3219	Isle of Man	IMN	30541192.37	B	Ship	4	5624	3	5	low	F	5	107	0
3220	Israel	ISR	30550211.39	A	Ship	3	1276	6	4	low	M	3	305	0
3221	Italy	ITA	30559230.41	C	Ship	8	4620	2	4	medium	F	4	178	0
3222	Jamaica	JAM	30568249.43	F	Ship	10	4842	3	8	high	F	3	162	0
3223	Japan	JPN	30577268.45	C	Flight	5	5747	3	2	low	M	2	262	1
3224	Jordan	JOR	30586287.47	B	Ship	4	4397	4	3	low	F	1	155	0
3225	Kazakhstan	KAZ	30595306.49	C	Ship	4	1557	5	5	low	F	1	271	1
3226	Kenya	KEN	30604325.51	D	Ship	10	1958	6	4	medium	M	1	268	0
3227	Kiribati	KIR	30613344.53	B	Flight	4	4586	3	3	low	M	3	191	0
3228	Korea	PRK	30622363.54	D	Ship	4	5085	4	3	low	M	2	262	0
3229	Korea	KOR	30631382.56	A	Road	1	5978	4	2	low	M	2	245	0
3230	Kuwait	KWT	30640401.58	B	Road	29	3885	4	3	low	M	5	254	1
3231	Kyrgyzstan	KGZ	30649420.6	F	Ship	3	5154	4	3	medium	M	2	151	1
3232	Lao People's Democratic Republic	LAO	30658439.62	D	Ship	8	1327	5	6	low	F	4	132	1
3233	Latvia	LVA	30667458.64	C	Ship	1	1405	7	4	low	M	1	257	1
3234	Lebanon	LBN	30676477.66	A	Ship	10	1081	6	6	medium	F	5	139	1
3235	Lesotho	LSO	30685496.68	C	Ship	2	1965	5	5	medium	M	3	227	0
3236	Liberia	LBR	30694515.7	F	Ship	9	5151	4	2	low	M	4	273	0
3237	Libyan Arab Jamahiriya	LBY	30703534.72	A	Ship	9	5489	4	8	medium	F	1	163	1
3238	Liechtenstein	LIE	30712553.74	F	Road	8	1691	6	6	medium	M	2	139	1
3239	Lithuania	LTU	30721572.76	C	Ship	1	4038	4	8	low	F	2	204	1
3240	Luxembourg	LUX	30730591.78	C	Ship	1	4762	4	2	low	M	3	274	0
3241	Macau	MAC	30739610.8	F	Road	6	1184	2	3	low	M	1	178	1
3242	Madagascar	MDG	30748629.82	F	Ship	2	5893	2	3	high	F	4	162	1
3243	Malawi	MWI	30757648.84	B	Flight	2	5010	4	3	medium	M	3	204	0
3244	Malaysia	MYS	30766667.86	C	Ship	7	5477	3	3	medium	M	5	270	1
3245	Maldives	MDV	30775686.88	C	Ship	6	1873	7	4	medium	F	4	305	0
3246	Mali	MLI	30784705.9	F	Ship	4	4969	4	2	medium	M	1	212	0
3247	Malta	MLT	30793724.92	F	Ship	10	5111	5	5	low	M	2	196	0
3248	Marshall Islands	MHL	30802743.94	D	Ship	5	1932	7	5	low	M	5	292	1
3249	Martinique	MTQ	30811762.96	C	Ship	9	1880	7	4	low	F	1	291	1
3250	Mauritania	MRT	30820781.98	C	Ship	2	4073	6	4	low	F	5	217	0
3251	Mauritius	MUS	30829801	C	Ship	64	1920	3	3	medium	F	2	149	1
3252	Mayotte	MYT	30838820.02	F	Ship	3	4526	5	3	medium	M	3	232	0
3253	Mexico	MEX	30847839.03	F	Road	2	1048	4	3	low	M	5	159	1
3254	Micronesia	 Federated States of	30856858.05	B	Ship	4	4271	5	3	low	F	2	196	0
3255	Monaco	MCO	30865877.07	F	Ship	8	4826	4	3	medium	F	3	171	0
3256	Mongolia	MNG	30874896.09	F	Road	6	1815	5	5	low	F	1	239	0
3257	Montenegro	MNE	30883915.11	A	Flight	43	2336	5	4	medium	M	2	224	1
3258	Montserrat	MSR	30892934.13	F	Flight	7	4856	5	3	medium	F	4	211	0
3259	Morocco	MAY	30901953.15	A	Ship	3	5157	3	3	medium	M	3	274	0
3260	Mozambique	MOZ	30910972.17	C	Ship	10	4640	4	2	medium	M	2	195	0
3261	Namibia	NAM	30919991.19	F	Ship	3	1134	4	5	low	M	1	234	0
3262	Nauru	NRU	30929010.21	F	Ship	5	5660	4	2	low	M	4	222	0
3263	Nepal	NPL	30938029.23	D	Ship	60	1653	5	2	low	F	5	123	1
3264	Netherlands	NLD	30947048.25	C	Flight	41	1462	5	3	low	M	5	162	1
3265	New Caledonia	NCL	30956067.27	D	Ship	6	4953	3	3	low	F	1	201	0
3266	New Zealand	NZL	30965086.29	C	Ship	9	1074	4	4	medium	F	4	206	1
3267	Nicaragua	NIC	30974105.31	D	Flight	7	5678	4	3	low	M	3	202	1
3268	Niger	NER	30983124.33	B	Ship	10	5364	3	2	high	F	3	163	1
3269	Nigeria	NGA	30992143.35	C	Ship	8	4593	3	2	high	F	3	247	1
3270	Niue	NIU	31001162.37	F	Flight	43	3561	4	3	low	F	5	221	1
3271	Norway	NOR	31010181.39	C	Ship	10	4711	4	4	medium	M	1	111	0
3272	Oman	OMN	31019200.41	C	Road	42	1054	6	8	high	M	2	134	1
3273	Pakistan	PAK	31028219.43	A	Ship	23	1929	3	2	medium	F	2	177	1
3274	Palau	PLW	31037238.45	A	Flight	9	4730	6	3	medium	M	4	260	1
3275	Palestine	PSE	31046257.47	B	Flight	7	4910	3	3	low	M	5	268	0
3276	Panama	PAN	31055276.49	D	Ship	8	5884	3	4	medium	F	1	188	1
3277	Papua New Guinea	PNG	31064295.51	A	Road	8	1285	7	4	medium	M	2	267	0
3278	Paraguay	PRY	31073314.52	A	Flight	6	4703	3	3	low	M	5	254	0
3279	Peru	PER	31082333.54	C	Ship	4	4703	3	2	medium	M	5	267	0
3280	Philippines	PHL	31091352.56	F	Flight	29	2915	4	3	low	F	4	197	1
3281	Poland	POL	31100371.58	C	Flight	3	5925	5	2	medium	F	4	217	0
3282	Portugal	PRT	31109390.6	B	Ship	8	4927	3	3	medium	F	3	228	0
3283	Puerto Rico	PRI	31118409.62	A	Ship	7	4788	4	3	low	M	1	202	0
3284	Qatar	QAT	31127428.64	B	Ship	36	2861	4	2	low	M	4	232	1
3285	Republic of Moldova	MDA	31136447.66	F	Ship	23	3981	5	4	low	M	3	186	1
3286	Reunion	REU	31145466.68	F	Ship	12	1920	5	6	medium	M	2	151	1
3287	Romania	ROU	31154485.7	C	Ship	2	1629	4	6	low	F	1	265	1
3288	Russia	RUS	31163504.72	C	Ship	6	1314	3	2	low	F	1	153	1
3289	Rwanda	RWA	31172523.74	F	Ship	8	5982	4	4	medium	M	3	245	1
3290	Saint Barthelemy	BLM	31181542.76	F	Flight	2	4475	3	3	low	M	5	161	0
3291	Saint Kitts and Nevis	KNA	31190561.78	B	Ship	9	5135	5	3	low	M	4	164	1
3292	Saint Lucia	LCA	31199580.8	F	Ship	7	4506	3	2	medium	F	1	202	1
3293	Saint Martin	MAF	31208599.82	C	Ship	57	2714	3	3	medium	M	4	222	1
3294	Saint Pierre and Miquelon	SPM	31217618.84	A	Ship	6	5818	4	3	low	M	1	256	0
3295	Samoa	WSM	31226637.86	A	Road	17	1897	2	4	high	F	3	154	1
3296	San Marino	SMR	31235656.88	B	Ship	8	4605	4	3	medium	M	5	219	0
3297	Sao Tome and Principe	STP	31244675.9	C	Road	6	1059	5	5	high	M	2	258	0
3298	Saudi Arabia	SAU	31253694.92	F	Ship	1	4786	4	3	low	M	2	185	0
3299	Senegal	SEN	31262713.94	C	Ship	6	1334	7	5	low	M	4	261	0
3300	Serbia	SRB	31271732.96	B	Ship	6	1027	4	5	medium	M	1	300	0
3301	Seychelles	SYC	31280751.98	D	Ship	8	5352	5	2	low	M	3	169	1
3302	Sierra Leone	SLE	31289771	B	Ship	4	4498	5	4	low	F	4	211	1
3303	Singapore	SGP	31298790.01	A	Ship	3	1262	5	5	low	F	3	257	1
3304	Slovakia	SVK	31307809.03	B	Ship	7	5695	5	3	high	F	2	192	1
3305	Slovenia	SVN	31316828.05	C	Ship	10	4923	4	3	low	F	1	205	0
3306	Solomon Islands	SLB	31325847.07	B	Road	9	4766	5	4	low	F	1	282	0
3307	Somalia	SOM	31334866.09	B	Ship	9	5735	4	3	medium	M	2	182	0
3308	South Africa	ZAF	31343885.11	D	Ship	6	5410	3	2	low	F	2	181	0
3309	Spain	ESP	31352904.13	A	Ship	1	1600	5	5	low	M	1	224	0
3310	Sri Lanka	LKA	31361923.15	A	Flight	3	4651	4	2	medium	M	2	148	0
3311	Sudan	SDN	31370942.17	F	Road	11	2791	3	2	medium	M	1	258	1
3312	Suriname	SUR	31379961.19	F	Ship	10	5401	4	5	low	M	4	138	0
3313	Swaziland	SWZ	31388980.21	F	Flight	6	5712	4	3	low	F	3	183	1
3314	Sweden	SWE	31397999.23	B	Road	8	1437	6	4	medium	F	4	298	1
3315	Switzerland	CHE	31407018.25	C	Ship	1	4090	4	3	medium	F	1	198	0
3316	Syrian Arab Republic	SYR	31416037.27	B	Flight	10	4691	4	4	low	F	5	192	0
3317	Taiwan	TWN	31425056.29	A	Ship	9	4242	4	3	medium	M	1	225	1
3318	Tajikistan	TJK	31434075.31	F	Ship	6	4033	3	2	low	M	2	169	0
3319	Thailand	THA	31443094.33	F	Flight	1	5451	5	3	medium	F	2	226	0
3320	Macedonia	MKD	31452113.35	F	Flight	6	5095	3	2	medium	M	2	209	1
3321	Timor-Leste	TLS	31461132.37	F	Ship	10	4611	5	3	low	F	4	151	0
3322	Togo	TGO	31470151.39	F	Ship	6	5891	4	5	medium	M	4	217	1
3323	Tonga	TON	31479170.41	A	Road	2	4522	4	2	low	F	3	134	0
3324	Trinidad and Tobago	TTO	31488189.43	F	Ship	17	2777	4	3	high	M	2	208	1
3325	Tunisia	TUN	31497208.45	A	Road	3	1705	5	5	low	F	1	260	0
3326	Turkey	TUR	31506227.47	D	Ship	3	4391	4	2	medium	M	3	161	1
3327	Turkmenistan	TKM	31515246.49	F	Ship	6	4872	4	8	medium	F	1	178	0
3328	Turks and Caicos Islands	TCA	31524265.5	A	Ship	9	5097	3	7	high	F	3	262	0
3329	Tuvalu	TUV	31533284.52	D	Ship	35	1082	5	6	medium	M	4	153	1
3330	Uganda	UGA	31542303.54	C	Ship	6	4203	5	6	low	M	3	210	1
3331	Ukraine	UKR	31551322.56	C	Ship	8	4644	4	3	medium	M	2	242	1
3332	United Arab Emirates	ARE	31560341.58	D	Ship	3	4665	4	2	low	M	1	168	1
3333	United Kingdom	GBR	31569360.6	A	Ship	37	1523	3	3	low	M	4	148	1
3334	United Republic of Tanzania	TZA	31578379.62	A	Ship	29	1328	3	2	low	M	1	151	1
3335	United States	USA	31587398.64	F	Ship	6	1931	4	5	low	M	4	301	0
3336	Uruguay	URY	31596417.66	B	Ship	6	5680	3	3	high	F	4	134	0
3337	Uzbekistan	UZB	31605436.68	D	Flight	1	4444	3	3	medium	M	4	271	1
3338	Vanuatu	VUT	31614455.7	B	Ship	7	5509	5	6	high	M	4	97	1
3339	Venezuela	VEN	31623474.72	F	Ship	8	4277	4	2	medium	M	1	133	0
3340	Viet Nam	VNM	31632493.74	F	Flight	9	1537	3	5	low	M	1	158	1
3341	Wallis and Futuna Islands	WLF	31641512.76	F	Ship	9	3715	5	6	medium	M	3	236	1
3342	Western Sahara	ESH	31650531.78	A	Ship	1	1570	6	4	medium	F	4	286	0
3343	Yemen	YEM	31659550.8	C	Road	7	4622	4	5	high	F	4	196	0
3344	Zambia	ZMB	31668569.82	F	Ship	9	5143	5	3	low	M	5	128	1
3345	Zimbabwe	ZWE	31677588.84	F	Road	1	1991	4	5	low	F	5	234	1
3346	Afghanistan	AFG	31686607.86	C	Ship	41	1772	2	6	medium	F	5	177	1
3347	Albania	ALB	31695626.88	C	Ship	64	1630	3	3	low	M	3	143	1
3348	Algeria	DZA	31704645.9	C	Ship	29	2981	3	3	medium	M	1	181	1
3349	Andorra	AND	31713664.92	F	Ship	5	5087	5	3	low	F	3	211	0
3350	Angola	AGO	31722683.94	F	Ship	6	5121	4	7	low	F	2	254	0
3351	Anguilla	AIA	31731702.96	F	Ship	1	4783	3	2	medium	M	5	171	1
3352	Antarctica	ATA	31740721.98	C	Flight	5	4130	3	5	low	M	2	257	1
3353	Antigua and Barbuda	ATG	31749740.99	C	Ship	10	4064	3	2	medium	F	5	244	1
3354	Argentina	ARG	31758760.01	C	Road	3	4908	5	3	high	M	1	258	0
3355	Armenia	ARM	31767779.03	F	Road	9	5295	5	3	medium	M	5	221	0
3356	Aruba	ABW	31776798.05	A	Ship	6	1005	6	4	low	M	5	264	0
3357	Australia	AUS	31785817.07	C	Ship	15	1339	2	3	low	M	2	135	1
3358	Austria	AUT	31794836.09	B	Ship	62	3450	5	8	low	M	2	208	1
3359	Azerbaijan	AZE	31803855.11	F	Ship	1	4021	3	2	medium	M	2	222	1
3360	Bahamas	BHS	31812874.13	F	Road	5	4195	5	3	low	M	5	132	1
3361	Bahrain	BHR	31821893.15	D	Ship	5	5334	2	5	high	F	4	114	1
3362	Bangladesh	BGD	31830912.17	F	Ship	20	2374	3	3	low	M	5	187	1
3363	Barbados	BRB	31839931.19	F	Ship	3	1946	6	4	medium	M	4	247	0
3364	Belarus	BLR	31848950.21	C	Flight	10	1429	4	5	low	F	2	239	0
3365	Belgium	BEL	31857969.23	B	Road	9	4883	3	10	high	M	4	172	0
3366	Belize	BLZ	31866988.25	D	Ship	8	4493	4	5	low	M	2	166	0
3367	Benin	BEN	31876007.27	F	Ship	3	1092	4	5	medium	F	2	253	0
3368	Bermuda	BMU	31885026.29	F	Ship	6	1823	5	5	medium	F	3	140	0
3369	Bhutan	BTN	31894045.31	F	Ship	7	5604	4	3	medium	F	5	233	1
3370	Bolivia	BOL	31903064.33	F	Ship	4	1392	6	5	low	M	3	295	0
3371	Bosnia and Herzegovina	BIH	31912083.35	C	Ship	3	1033	6	4	high	F	3	278	0
3372	Botswana	BWA	31921102.37	B	Ship	8	5321	5	2	medium	M	5	208	0
3373	Brazil	BRA	31930121.39	F	Ship	17	2666	3	4	high	M	4	260	1
3374	British Virgin Islands	VGB	31939140.41	C	Ship	9	5690	5	3	medium	M	1	245	0
3375	Brunei Darussalam	BRN	31948159.43	F	Road	5	4193	4	3	medium	M	4	263	0
3376	Bulgaria	BGR	31957178.45	F	Ship	1	4242	3	2	high	M	2	247	0
3377	Burkina Faso	BFA	31966197.47	C	Ship	37	1290	5	4	medium	F	3	169	1
3378	Myanmar	MMR	31975216.48	A	Flight	11	1861	3	3	low	F	4	150	1
3379	Burundi	BDI	31984235.5	F	Ship	8	4106	3	3	low	F	5	160	0
3380	Cambodia	KHM	31993254.52	D	Road	4	5984	4	2	low	F	4	216	0
3381	Cameroon	CMR	32002273.54	F	Ship	6	5697	3	2	low	F	1	150	0
3382	Canada	CAN	32011292.56	B	Ship	7	4024	3	2	high	M	4	243	0
3383	Cayman Islands	CYM	32020311.58	F	Ship	5	2713	3	3	low	M	3	241	1
3384	Central African Republic	CAF	32029330.6	A	Ship	10	5865	4	2	medium	M	5	233	1
3385	Chad	TCD	32038349.62	D	Ship	7	1381	4	5	medium	F	5	251	0
3386	Chile	CHL	32047368.64	A	Ship	22	3795	3	3	low	F	1	223	1
3387	China	CHN	32056387.66	F	Ship	4	4096	3	4	low	F	3	168	1
3388	Colombia	COL	32065406.68	D	Ship	12	1775	5	3	high	F	1	134	1
3389	Comoros	COM	32074425.7	B	Ship	37	3220	3	2	low	F	3	224	1
3390	Congo	COG	32083444.72	F	Ship	5	5920	4	7	medium	M	3	184	1
3391	Cook Islands	COK	32092463.74	D	Ship	3	1426	7	4	medium	F	3	305	1
3392	Costa Rica	CRI	32101482.76	D	Ship	5	5072	4	2	low	M	1	200	1
3393	Cote d'Ivoire	CIV	32110501.78	A	Flight	3	4165	4	2	low	F	1	195	0
3394	Croatia	HRV	32119520.8	B	Ship	1	5463	4	5	low	F	1	166	1
3395	Cuba	CUB	32128539.82	B	Ship	3	1075	5	6	medium	F	4	231	0
3396	Cyprus	CYP	32137558.84	D	Flight	3	4196	3	3	medium	F	3	203	0
3397	Czech Republic	CZE	32146577.86	F	Flight	6	5150	3	3	high	F	5	175	0
3398	Democratic Republic of the Congo	COD	32155596.88	B	Flight	5	4205	3	2	medium	F	3	221	1
3399	Denmark	DNK	32164615.9	F	Road	46	3498	4	4	medium	M	5	201	1
3400	Djibouti	DJI	32173634.92	F	Ship	3	5692	5	3	medium	M	2	169	0
3401	Dominica	DMA	32182653.94	D	Ship	12	1519	4	8	low	F	1	127	1
3402	Dominican Republic	DOM	32191672.96	D	Ship	7	5141	3	2	low	M	2	262	1
3403	Ecuador	ECU	32200691.97	F	Flight	2	4499	4	3	low	M	1	149	0
3404	Egypt	EGY	32209710.99	D	Ship	23	3764	3	3	medium	M	3	255	1
3405	El Salvador	SLV	32218730.01	C	Ship	7	5684	4	2	low	M	2	260	0
3406	Equatorial Guinea	GNQ	32227749.03	F	Ship	5	5399	4	3	low	F	4	256	0
3407	Eritrea	ERI	32236768.05	A	Road	3	5447	5	4	low	M	5	232	0
3408	Estonia	EST	32245787.07	F	Ship	4	5770	4	3	medium	F	3	260	1
3409	Ethiopia	ETH	32254806.09	C	Road	10	2280	5	3	low	M	5	222	1
3410	Falkland Islands (Malvinas)	FLK	32263825.11	F	Flight	5	1735	7	4	medium	F	4	270	0
3411	Fiji	FJI	32272844.13	A	Ship	3	4003	3	4	low	F	3	202	1
3412	Finland	FIN	32281863.15	F	Ship	54	1190	5	2	high	M	1	165	1
3413	France	FRA	32290882.17	D	Ship	4	4697	4	4	low	F	1	237	1
3414	French Guiana	GUF	32299901.19	A	Flight	43	1009	4	3	low	M	3	152	1
3415	French Polynesia	PYF	32308920.21	B	Ship	2	1648	3	4	low	M	5	205	0
3416	French Southern and Antarctic Lands	ATF	32317939.23	B	Flight	9	1413	6	4	low	M	5	291	0
3417	Gabon	GAB	32326958.25	F	Ship	6	2000	5	5	low	F	4	225	0
3418	Gambia	GMB	32335977.27	A	Road	10	2756	6	4	high	M	5	260	1
3419	Georgia	GEO	32344996.29	B	Ship	13	3332	4	2	low	F	4	182	1
3420	Germany	DEU	32354015.31	D	Ship	3	3131	4	3	medium	M	3	185	1
3421	Ghana	GHA	32363034.33	F	Flight	60	3048	3	4	medium	M	5	218	1
3422	Gibraltar	GIB	32372053.35	D	Ship	7	1427	7	4	medium	F	3	296	0
3423	Greece	GRC	32381072.37	F	Ship	2	4023	5	8	low	F	1	248	1
